,FID,geometry,fa_included,aa_included,aa_donors_demo_pu,aa_recipients_demo_pu,between_cent_demo_pu,eig_vect_cent_demo_pu,fa_donors_demo_pu,fa_recipients_demo_pu,google_demo_pu,in_degree_demo_pu,out_degree_demo_pu,self_recruit_demo_pu,best_solution,select_freq,status
159,159,"POLYGON ((147.1791652863687 -18.39085509201047, 147.249572368502 -18.35359297798914, 147.3187709738631 -18.39284493528436, 147.3175969621979 -18.46938893075325, 147.2471516348137 -18.50667996316179, 147.1779185663152 -18.46739806694197, 147.1791652863687 -18.39085509201047))",True,False,0.007405777205128224,0.007405777205128219,1152.622809486901,4.500333048965086e-10,0.011082375346153832,0.011082375346153837,0.0020245410874958564,160,160,0.0,0,3,0
160,160,"POLYGON ((147.3187709738631 -18.39284493528436, 147.3891435899351 -18.35552254607891, 147.458380327051 -18.39471521618958, 147.4572790295054 -18.47126017089961, 147.386868278873 -18.50861151103221, 147.3175969621979 -18.46938893075325, 147.3187709738631 -18.39284493528436))",True,False,0.009878438802564116,0.009878438802564112,1152.622809486901,7.177742389816129e-10,0.00860971374871794,0.008609713748717943,0.001660996620277132,160,160,0.0,0,5,0
161,161,"POLYGON ((147.458380327051 -18.39471521618958, 147.5287183608172 -18.35733258014486, 147.5979931189798 -18.39646593023328, 147.5969645409306 -18.47301178288125, 147.5265884834893 -18.5104234022793, 147.4572790295054 -18.47126017089961, 147.458380327051 -18.39471521618958))",True,False,0.012465135079487188,0.012465135079487185,1152.622809486901,1.3624714580949022e-09,0.006023017471794867,0.006023017471794871,0.0013355168002377458,160,160,0.0,0,3,0
162,162,"POLYGON ((147.5979931189798 -18.39646593023328, 147.6682964543554 -18.35902307584099, 147.7376091226633 -18.39809707320956, 147.7366532691325 -18.4746437624862, 147.6663120211606 -18.51211563254399, 147.5969645409306 -18.47301178288125, 147.5979931189798 -18.39646593023328))",True,False,0.014094979125641033,0.014094979125641033,8254.693795120278,2.4118014149154982e-09,0.0043931734256410235,0.004393173425641022,0.001170673914184947,132,132,0.0,1,7,0
163,163,"POLYGON ((147.7376091226633 -18.39809707320956, 147.8078776437249 -18.36059402910798, 147.877228111084 -18.39960864119962, 147.8763449867387 -18.47615610578961, 147.8060386643522 -18.5136881977547, 147.7366532691325 -18.4746437624862, 147.7376091226633 -18.39809707320956))",True,False,0.01375631938461539,0.013756319384615391,8254.693795120278,9.453096805645098e-10,0.004731833166666666,0.004731833166666664,0.0011622151059633747,132,132,0.0,0,7,0
164,164,"POLYGON ((147.877228111084 -18.39960864119962, 147.9474617020705 -18.36204543617356, 148.0168498571953 -18.40100063057193, 148.0160394663477 -18.47754880915442, 147.9457681854993 -18.51514109412769, 147.8763449867387 -18.47615610578961, 147.877228111084 -18.39960864119962))",True,False,0.013547362715384616,0.01354736271538462,57.852610059945455,5.636415366137601e-11,0.004940789835897439,0.0049407898358974365,0.0011641388747726778,48,48,0.0,0,1,0
165,165,"POLYGON ((148.0168498571953 -18.40100063057193, 148.087048402509 -18.36337729355224, 148.1564741339237 -18.40227303798203, 148.155736480531 -18.47882186923113, 148.0855003570087 -18.51647431816712, 148.0160394663477 -18.47754880915442, 148.0168498571953 -18.40100063057193))",True,False,0.012040511074358978,0.012040511074358978,57.852610059945455,3.628162863933756e-11,0.006447641476923077,0.006447641476923078,0.0014796166293396067,48,48,0.0,0,2,0
166,166,"POLYGON ((148.1564741339237 -18.40227303798203, 148.2266375181314 -18.36458959804563, 148.2961007141709 -18.40342586037258, 148.2954358018353 -18.47997528295798, 148.2252349512616 -18.51768786666473, 148.155736480531 -18.47882186923113, 148.1564741339237 -18.40227303798203))",True,False,0.011699210938461543,0.011699210938461543,57.852610059945455,1.933778328337096e-11,0.006788941612820514,0.006788941612820513,0.0015724928980200812,48,48,0.0,0,3,0
167,167,"POLYGON ((148.2961007141709 -18.40342586037258, 148.3662288220053 -18.36568234674219, 148.4357293708161 -18.40445909497365, 148.4351372027847 -18.48100904756068, 148.3649717406152 -18.51878173670043, 148.2954358018353 -18.47997528295798, 148.2961007141709 -18.40342586037258))",True,False,0.012956198302564108,0.012956198302564108,57.852610059945455,1.1222541528428286e-11,0.005531954248717948,0.005531954248717947,0.0013644432698003324,48,48,0.0,1,2,0
168,168,"POLYGON ((145.9954900538777 -18.25431591370161, 146.0661295460476 -18.21756562183859, 146.1349465988957 -18.25731950618444, 146.1331575798627 -18.33385382455873, 146.0624789728689 -18.3706327343648, 145.9936285026956 -18.33084869312932, 145.9954900538777 -18.25431591370161))",False,False,0.01105836160512821,0.01105836160512821,0.0,1.4092083071069812e-10,0.007485610441025641,0.00748561044102564,0.0016179121208859772,91,91,0.0,0,2,0
169,169,"POLYGON ((146.1349465988957 -18.25731950618444, 146.2055526693258 -18.22050875112897, 146.2744087239588 -18.26020367778755, 146.2726922457894 -18.33673947397733, 146.2020471692774 -18.3735788804206, 146.1331575798627 -18.33385382455873, 146.1349465988957 -18.25731950618444))",False,False,0.008325225020512826,0.008325225020512823,0.0,1.9710170212697764e-10,0.010221460941025641,0.010221460941025644,0.0021272331027964797,91,91,0.0,0,3,0
170,170,"POLYGON ((146.2744087239588 -18.26020367778755, 146.344981255369 -18.2233324865922, 146.4138762030181 -18.26296842159644, 146.4122322740741 -18.33950563446024, 146.3416208455271 -18.37640551037653, 146.2726922457894 -18.33673947397733, 146.2744087239588 -18.26020367778755))",True,False,0.013357008210256413,0.013357008210256417,2384.997731612899,6.660704697157425e-10,0.005164020048717951,0.005164020048717947,0.0012070667631156335,206,206,0.0,0,6,0
171,171,"POLYGON ((146.4138762030181 -18.26296842159644, 146.4844150782777 -18.22603682146194, 146.5533488099724 -18.26561373098235, 146.5517774382628 -18.34215229936874, 146.4811997750133 -18.37911261744591, 146.4122322740741 -18.33950563446024, 146.4138762030181 -18.26296842159644))",False,False,0.011252824617948718,0.011252824617948718,0.0,9.70422272928237e-11,0.007235327933333337,0.007235327933333338,0.001502237738845356,82,82,0.0,0,3,0
172,172,"POLYGON ((146.5533488099724 -18.26561373098235, 146.6238539121019 -18.22862174925713, 146.6928263186706 -18.26813959960247, 146.6913275118517 -18.34467946235048, 146.6207837310802 -18.3817001951281, 146.5517774382628 -18.34215229936874, 146.5533488099724 -18.26561373098235))",False,False,0.011423821079487181,0.011423821079487181,1002.1985765493081,1.7103483093874733e-10,0.007064331471794875,0.007064331471794873,0.001461282992679756,172,172,0.0,1,6,0
173,173,"POLYGON ((146.6928263186706 -18.26813959960247, 146.7632975308423 -18.23108726378276, 146.8323085029139 -18.27054602140014, 146.8308822682891 -18.34708711733953, 146.7603724870229 -18.38416823720951, 146.6913275118518 -18.34467946235048, 146.6928263186706 -18.26813959960247))",False,False,0.011191696092307699,0.011191696092307697,4.369572933765798,2.1582816871794285e-10,0.0072964564589743566,0.007296456458974358,0.001487391310895709,115,115,0.0,0,3,0
174,174,"POLYGON ((146.8323085029139 -18.27054602140014, 146.9027457084534 -18.23343335912941, 146.9717951364581 -18.27283299060448, 146.9704414809773 -18.34937525855646, 146.8999658160899 -18.38651673776282, 146.8308822682891 -18.34708711733953, 146.8323085029139 -18.27054602140014))",True,False,0.008802964664102573,0.008802964664102571,4.369572933765798,3.216983679064854e-10,0.009685187887179482,0.009685187887179484,0.0018611015438747308,115,115,0.0,0,1,0
175,175,"POLYGON ((146.9717951364581 -18.27283299060448, 147.0421982188452 -18.23566002967357, 147.1112859930154 -18.27500050173085, 147.1100049232757 -18.35154388050847, 147.0395634914847 -18.38874569114774, 146.9704414809773 -18.34937525855646, 146.9717951364581 -18.27283299060448))",True,False,0.007106805653846162,0.00710680565384616,4.369572933765798,4.822537438122928e-10,0.011381346897435893,0.011381346897435895,0.002135193042629037,115,115,0.0,0,0,0
176,176,"POLYGON ((147.1112859930154 -18.27500050173085, 147.1816548358857 -18.23776727007776, 147.250780846257 -18.27704854958083, 147.249572368502 -18.35359297798914, 147.1791652863687 -18.39085509201047, 147.1100049232757 -18.35154388050847, 147.1112859930154 -18.27500050173085))",False,False,0.010892667807692321,0.010892667807692314,1152.622809486901,1.299252692663319e-09,0.007595484743589734,0.007595484743589742,0.0015564310160383207,160,160,0.0,0,1,0
177,177,"POLYGON ((147.250780846257 -18.27704854958083, 147.3211153334025 -18.2397550752905, 147.3902794698151 -18.27897712924229, 147.3891435899351 -18.35552254607891, 147.3187709738631 -18.39284493528436, 147.249572368502 -18.35359297798914, 147.250780846257 -18.27704854958083))",True,False,0.015184474674358977,0.015184474674358978,2291.366047435713,2.1375624769724864e-09,0.003303677876923079,0.003303677876923078,0.0009936044654692228,172,172,0.0,0,2,0
178,178,"POLYGON ((147.3902794698151 -18.27897712924229, 147.4605794851859 -18.24162344054621, 147.5297816372854 -18.28078623608919, 147.5287183608172 -18.35733258014486, 147.458380327051 -18.39471521618958, 147.3891435899351 -18.35552254607891, 147.3902794698151 -18.27897712924229))",True,False,0.01514687761538462,0.01514687761538462,214.48428905071563,1.410727185143303e-09,0.0033412749358974355,0.003341274935897436,0.001019758027260649,95,95,0.0,0,4,0
179,179,"POLYGON ((147.5297816372854 -18.28078623608919, 147.6000470649903 -18.24337236136556, 147.6692871222289 -18.282475865782, 147.6682964543554 -18.35902307584099, 147.5979931189798 -18.39646593023328, 147.5287183608172 -18.35733258014486, 147.5297816372854 -18.28078623608919))",True,False,0.01530707645384616,0.01530707645384616,8582.319472498815,6.710513113753826e-10,0.0031810760974358954,0.003181076097435896,0.000900311394680784,137,137,0.0,0,6,0
180,180,"POLYGON ((147.6692871222289 -18.282475865782, 147.7395178465369 -18.24500183355534, 147.8087956981741 -18.2840460142677, 147.8078776437249 -18.36059402910798, 147.7376091226633 -18.39809707320956, 147.6682964543554 -18.35902307584099, 147.6692871222289 -18.282475865782))",False,False,0.009495682928205127,0.009495682928205127,8513.885932135396,6.898262903304947e-11,0.008992469623076928,0.008992469623076928,0.0017264159133383212,135,135,0.0,0,4,0
181,181,"POLYGON ((147.8087956981741 -18.2840460142677, 147.8789916035155 -18.2465118532086, 147.9483071386198 -18.28549667777947, 147.9474617020705 -18.36204543617356, 147.877228111084 -18.39960864119962, 147.8078776437249 -18.36059402910798, 147.8087956981741 -18.2840460142677))",True,False,0.007551779689743597,0.007551779689743594,0.0,6.09280509181731e-11,0.010936372861538458,0.010936372861538462,0.002048669723354598,40,40,0.0,0,7,0
182,182,"POLYGON ((147.9483071386198 -18.28549667777947, 148.0184681095872 -18.24790241670464, 148.0878212170365 -18.28682785283714, 148.087048402509 -18.36337729355224, 148.0168498571953 -18.40100063057193, 147.9474617020705 -18.36204543617356, 147.9483071386198 -18.28549667777947))",True,False,0.007463605402564112,0.007463605402564112,0.0,3.515858406187135e-11,0.011024547148717943,0.011024547148717943,0.0020914511931224684,40,40,0.0,1,8,0
183,183,"POLYGON ((148.0878212170365 -18.28682785283714, 148.157947138386 -18.24917352070903, 148.2273377068692 -18.28803953624725, 148.2266375181314 -18.36458959804563, 148.1564741339237 -18.40227303798203, 148.087048402509 -18.36337729355224, 148.0878212170365 -18.28682785283714))",True,False,0.008079054943589754,0.008079054943589754,0.0,2.2766098168296796e-11,0.010409097607692302,0.010409097607692302,0.002053909286478261,40,40,0.0,1,3,0
184,184,"POLYGON ((148.2273377068692 -18.28803953624725, 148.2974284635218 -18.25032516217366, 148.3668563815394 -18.28913172510249, 148.3662288220053 -18.36568234674219, 148.2961007141709 -18.40342586037258, 148.2266375181314 -18.36458959804563, 148.2273377068692 -18.28803953624725))",True,False,0.012110895541025651,0.012110895541025651,0.0,1.2543060542932443e-11,0.006377257010256405,0.006377257010256403,0.0013972697848667758,40,40,0.0,0,3,0
185,185,"POLYGON ((148.3668563815394 -18.28913172510249, 148.4369118585817 -18.25135733833693, 148.5063770144472 -18.29010441678251, 148.5058220871767 -18.36665553701754, 148.4357293708161 -18.40445909497365, 148.3662288220053 -18.36568234674219, 148.3668563815394 -18.28913172510249))",True,False,0.0156460640974359,0.0156460640974359,0.0,5.524362660306097e-12,0.0028420884538461542,0.0028420884538461547,0.0007698829040172418,40,40,0.0,0,4,0
186,186,"POLYGON ((145.9286069669012 -18.13797016981945, 145.9992073532118 -18.10124845990131, 146.0679519868481 -18.14103111869064, 146.0661295460476 -18.21756562183859, 145.9954900538777 -18.25431591370161, 145.9267121113805 -18.21450310577328, 145.9286069669012 -18.13797016981945))",False,False,0.011638155564102567,0.011638155564102567,0.0,1.4429329355406135e-10,0.006924944169230771,0.006924944169230769,0.001535762942461813,91,91,0.0,1,4,0
187,187,"POLYGON ((146.0679519868481 -18.14103111869064, 146.1385190598091 -18.10424897902836, 146.207302686543 -18.14397274182261, 146.2055526693258 -18.22050875112897, 146.1349465988957 -18.25731950618444, 146.0661295460476 -18.21756562183859, 146.0679519868481 -18.14103111869064))",False,False,0.008789077305128202,0.008789077305128202,0.0,2.1831107397074793e-10,0.00977485694102565,0.009774856941025648,0.0020777577059917745,91,91,0.0,1,6,0
188,188,"POLYGON ((146.207302686543 -18.14397274182261, 146.2778363290771 -18.10713019935789, 146.3466588404914 -18.14679503217394, 146.344981255369 -18.2233324865922, 146.2744087239588 -18.26020367778755, 146.2055526693258 -18.22050875112897, 146.207302686543 -18.14397274182261))",True,False,0.01360083545384616,0.01360083545384616,2384.997731612899,9.752298608784014e-10,0.004937383769230766,0.004937383769230768,0.0011967672030563773,206,206,0.0,0,3,0
189,189,"POLYGON ((146.3466588404914 -18.14679503217394, 146.4171589356697 -18.1098921139962, 146.4860202231455 -18.14949798298806, 146.4844150782777 -18.22603682146194, 146.4138762030181 -18.26296842159644, 146.344981255369 -18.2233324865922, 146.3466588404914 -18.14679503217394))",True,False,0.012096250605128204,0.012096250605128204,864.4234785572289,1.2368771071144664e-10,0.006392241051282056,0.006392241051282056,0.001397714813761811,154,154,0.0,0,3,0
190,190,"POLYGON ((146.4860202231455 -18.14949798298806, 146.556486654189 -18.11253471633426, 146.6253866089066 -18.15208158779399, 146.6238539121019 -18.22862174925713, 146.5533488099724 -18.26561373098235, 146.4844150782777 -18.22603682146194, 146.4860202231455 -18.14949798298806))",False,False,0.011405445625641025,0.011405445625641029,941.2584605269476,1.976332202566258e-10,0.007082706925641029,0.007082706925641027,0.001501281765920532,167,167,0.0,0,2,0
191,191,"POLYGON ((146.6253866089066 -18.15208158779399, 146.6958192591875 -18.11505800004856, 146.7647577721276 -18.15454584040579, 146.7632975308423 -18.23108726378276, 146.6928263186706 -18.26813959960247, 146.6238539121019 -18.22862174925713, 146.6253866089066 -18.15208158779399))",True,False,0.011054186674358979,0.011054186674358979,4.369572933765798,2.473714937089556e-10,0.0074339658769230765,0.0074339658769230765,0.0015478044869825225,115,115,0.0,1,7,0
192,192,"POLYGON ((146.7647577721276 -18.15454584040579, 146.8351565251701 -18.11746195910033, 146.9041334871147 -18.15689073492309, 146.9027457084534 -18.23343335912941, 146.8323085029139 -18.27054602140014, 146.7632975308423 -18.23108726378276, 146.7647577721276 -18.15454584040579))",True,False,0.009072994884615392,0.009072994884615385,4.369572933765798,3.709260551301344e-10,0.009415157666666663,0.00941515766666667,0.0018767902987470162,115,115,0.0,0,2,0
193,193,"POLYGON ((146.9041334871147 -18.15689073492309, 146.9744982265964 -18.11974658773623, 147.0435135281301 -18.15911626573072, 147.0421982188452 -18.23566002967357, 146.9717951364581 -18.27283299060448, 146.9027457084534 -18.23343335912941, 146.9041334871147 -18.15689073492309))",True,False,0.009513383497435895,0.0095133834974359,1152.622809486901,4.912001399744352e-10,0.00897476905384616,0.008974769053846155,0.0017811759550509596,160,160,0.0,0,6,0
194,194,"POLYGON ((147.0435135281301 -18.15911626573072, 147.113844137883 -18.121911880488, 147.1828976693937 -18.16122242749923, 147.1816548358857 -18.23776727007776, 147.1112859930154 -18.27500050173085, 147.0421982188452 -18.23566002967357, 147.0435135281301 -18.15911626573072))",False,False,0.013880686141025642,0.013880686141025646,2291.366047435713,2.4587136708151014e-09,0.004607466410256413,0.004607466410256411,0.0011462232621378004,172,172,0.0,0,4,0
195,195,"POLYGON ((147.1828976693937 -18.16122242749923, 147.2531940334055 -18.12395783217283, 147.3222856850857 -18.16320921518476, 147.3211153334025 -18.2397550752905, 147.250780846257 -18.27704854958083, 147.1816548358857 -18.23776727007776, 147.1828976693937 -18.16122242749923))",False,False,0.01394450504358975,0.013944505043589751,214.48428905071563,6.454667819968533e-10,0.004543647507692307,0.0045436475076923045,0.0013565057455643317,95,95,0.0,0,3,0
196,196,"POLYGON ((147.3222856850857 -18.16320921518476, 147.3925476875009 -18.12588443789338, 147.4616773493486 -18.16507662402887, 147.4605794851859 -18.24162344054621, 147.3902794698151 -18.27897712924229, 147.3211153334025 -18.2397550752905, 147.3222856850857 -18.16320921518476))",True,False,0.014633146394871798,0.014633146394871798,717.6610873205158,2.075958637418842e-10,0.003855006156410258,0.0038550061564102574,0.0011677098227332009,89,89,0.0,0,2,0
197,197,"POLYGON ((147.4616773493486 -18.16507662402887, 147.5319048744694 -18.12769169303743, 147.6010724362893 -18.166824649559, 147.6000470649903 -18.24337236136556, 147.5297816372854 -18.28078623608919, 147.4605794851859 -18.24162344054621, 147.4616773493486 -18.16507662402887))",False,False,0.014071593530769234,0.014071593530769236,888.435179580544,8.826405653629442e-11,0.00441655902051282,0.004416559020512819,0.0010751221053742713,81,81,0.0,0,4,0
198,198,"POLYGON ((147.6010724362893 -18.166824649559, 147.6712653685771 -18.12937959327854, 147.7404707199814 -18.16845328758817, 147.7395178465369 -18.24500183355534, 147.6692871222289 -18.282475865782, 147.6000470649903 -18.24337236136556, 147.6010724362893 -18.166824649559))",False,False,0.007575806146153852,0.007575806146153852,0.0,4.994278637633585e-11,0.010912346405128203,0.010912346405128203,0.0020283850916655746,40,40,0.0,0,2,0
199,199,"POLYGON ((147.7404707199814 -18.16845328758817, 147.8106289440579 -18.13094813457579, 147.8798719744675 -18.16996253421537, 147.8789916035155 -18.2465118532086, 147.8087956981741 -18.2840460142677, 147.7395178465369 -18.24500183355534, 147.7404707199814 -18.16845328758817))",False,False,0.0055371310717948815,0.00553713107179488,0.0,4.7952502333058176e-11,0.012951021479487174,0.012951021479487176,0.002321858389375728,40,40,0.0,0,5,0
200,200,"POLYGON ((147.8798719744675 -18.16996253421537, 147.9499953751156 -18.13239731317372, 148.0192759737613 -18.17135238582528, 148.0184681095872 -18.24790241670464, 147.9483071386198 -18.28549667777947, 147.8789916035155 -18.2465118532086, 147.8798719744675 -18.16996253421537))",True,False,0.005677814492307675,0.005677814492307675,0.0,4.035243464932792e-11,0.01281033805897438,0.01281033805897438,0.002313208762083855,40,40,0.0,0,1,0
201,201,"POLYGON ((148.0192759737613 -18.17135238582528, 148.0893644359263 -18.13372712560272, 148.1586824918497 -18.17262283908849, 148.157947138386 -18.24917352070903, 148.0878212170365 -18.28682785283714, 148.0184681095872 -18.24790241670464, 148.0192759737613 -18.17135238582528))",True,False,0.00762466376410257,0.007624663764102573,0.0,2.6202695049112533e-11,0.010863488787179486,0.010863488787179482,0.002043774372905707,40,40,0.0,0,5,0
202,202,"POLYGON ((148.1586824918497 -18.17262283908849, 148.2287359006407 -18.13493756867858, 148.2980913026952 -18.17377389096153, 148.2974284635218 -18.25032516217366, 148.2273377068692 -18.28803953624725, 148.157947138386 -18.24917352070903, 148.1586824918497 -18.17262283908849))",True,False,0.012151938266666665,0.012151938266666669,0.0,1.462308665387178e-11,0.006336214284615389,0.0063362142846153865,0.0013011054941911267,40,40,0.0,0,3,0
203,203,"POLYGON ((146.0010631073895 -18.02471379000111, 146.0715911916429 -17.98796022979992, 146.1403025074812 -18.02771277471395, 146.1385190598091 -18.10424897902836, 146.0679519868481 -18.14103111869064, 145.9992073532118 -18.10124845990131, 146.0010631073895 -18.02471379000111))",False,False,0.010988850156410258,0.010988850156410258,0.0,2.0827333440761237e-10,0.007618347294871798,0.007618347294871799,0.0017053699587928099,91,91,0.0,0,4,0
204,204,"POLYGON ((146.1403025074812 -18.02771277471395, 146.2107972695495 -17.9908988450515, 146.2795474615832 -18.03059252158061, 146.2778363290771 -18.10713019935789, 146.207302686543 -18.14397274182261, 146.1385190598091 -18.10424897902836, 146.1403025074812 -18.02771277471395))",True,False,0.012454201664102566,0.012454201664102566,209.31835905991653,8.29598316544245e-10,0.0061268918256410275,0.006126891825641027,0.0014519055270315931,142,142,0.0,0,5,0
205,205,"POLYGON ((146.2795474615832 -18.03059252158061, 146.3500087847394 -17.99371824943551, 146.4187977447001 -18.03335302371756, 146.4171589356697 -18.1098921139962, 146.3466588404914 -18.14679503217394, 146.2778363290771 -18.10713019935789, 146.2795474615832 -18.03059252158061))",True,False,0.01301420137948718,0.013014201379487184,864.4234785572289,5.507339557984336e-10,0.005491345000000002,0.005491345000000001,0.0012964217689036576,154,154,0.0,0,2,0
206,206,"POLYGON ((146.4187977447001 -18.03335302371756, 146.4892255123659 -17.99641843621576, 146.5580531317844 -18.03599427452607, 146.556486654189 -18.11253471633426, 146.4860202231455 -18.14949798298806, 146.4171589356697 -18.1098921139962, 146.4187977447001 -18.03335302371756))",False,False,0.013458976407692311,0.013458976407692311,1002.1985765493081,1.3146080298827568e-10,0.005029176143589743,0.005029176143589745,0.0011651258861130765,172,172,0.0,1,4,0
207,207,"POLYGON ((146.5580531317844 -18.03599427452607, 146.6284472275314 -17.9989993989406, 146.6973133977392 -18.03851626769177, 146.6958192591875 -18.11505800004856, 146.6253866089066 -18.15208158779399, 146.556486654189 -18.11253471633426, 146.5580531317844 -18.03599427452607))",False,False,0.01038929753589744,0.010389297535897438,4.369572933765798,3.206601090526999e-10,0.008098855015384616,0.008098855015384617,0.001708123106618549,115,115,0.0,1,5,0
208,208,"POLYGON ((146.6973133977392 -18.03851626769177, 146.7676737052903 -18.00146113144267, 146.8365783174203 -18.04091899718511, 146.8351565251701 -18.11746195910033, 146.7647577721276 -18.15454584040579, 146.6958192591875 -18.11505800004856, 146.6973133977392 -18.03851626769177))",True,False,0.00990958844102564,0.009909588441025649,113.83715887775811,4.1144004967499923e-10,0.008578564110256415,0.008578564110256407,0.0017810480798009375,124,124,0.0,1,3,0
209,209,"POLYGON ((146.8365783174203 -18.04091899718511, 146.9069047206505 -18.0038036278392, 146.9758476656382 -18.04320245726134, 146.9744982265964 -18.11974658773623, 146.9041334871147 -18.15689073492309, 146.8351565251701 -18.11746195910033, 146.8365783174203 -18.04091899718511))",True,False,0.012374117794871804,0.0123741177948718,1376.3083669409718,1.3339934213982223e-09,0.006114034756410252,0.006114034756410255,0.0013602149631365497,165,165,0.0,0,2,0
210,210,"POLYGON ((146.9758476656382 -18.04320245726134, 147.0461400485761 -18.00602688253204, 147.1151212171604 -18.04536664246041, 147.113844137883 -18.121911880488, 147.0435135281301 -18.15911626573072, 146.9744982265964 -18.11974658773623, 146.9758476656382 -18.04320245726134))",False,False,0.014889658441025641,0.014889658441025643,2291.366047435713,2.8157677936248146e-09,0.0035984941102564136,0.0035984941102564115,0.0010543474904764587,172,172,0.0,0,4,0
211,211,"POLYGON ((147.1151212171604 -18.04536664246041, 147.1853794639891 -18.00813089020761, 147.2543987467138 -18.04741154760729, 147.2531940334055 -18.12395783217283, 147.1828976693937 -18.16122242749923, 147.113844137883 -18.121911880488, 147.1151212171604 -18.04536664246041))",False,False,0.013507403451282055,0.013507403451282056,1542.1891546909114,3.1809227859809425e-10,0.004980749100000001,0.004980749099999999,0.001465003211082526,109,109,0.0,1,4,0
212,212,"POLYGON ((147.2543987467138 -18.04741154760729, 147.3246227417721 -18.0101156458371, 147.3936800289863 -18.04933716781191, 147.3925476875009 -18.12588443789338, 147.3222856850857 -18.16320921518476, 147.2531940334055 -18.12395783217283, 147.2543987467138 -18.04741154760729))",False,False,0.014119283179487185,0.014119283179487184,108.22073225417412,1.6576516434468687e-10,0.004368869371794871,0.004368869371794872,0.001257762206287973,53,53,0.0,1,5,0
213,213,"POLYGON ((147.3936800289864 -18.04933716781191, 147.4638696567699 -18.01198114467648, 147.5329648386298 -18.05114349846918, 147.5319048744694 -18.12769169303743, 147.4616773493486 -18.16507662402887, 147.3925476875009 -18.12588443789338, 147.3936800289864 -18.04933716781191))",False,False,0.011906431979487183,0.011906431979487183,264.7878668366598,6.843738374867499e-11,0.006581720571794873,0.006581720571794873,0.0014359357618370762,59,59,0.0,1,3,0
214,214,"POLYGON ((147.5329648386298 -18.05114349846918, 147.6031199837924 -18.01372738226656, 147.6722529502615 -18.05283053525902, 147.6712653685771 -18.12937959327854, 147.6010724362893 -18.166824649559, 147.5319048744694 -18.12769169303743, 147.5329648386298 -18.05114349846918))",False,False,0.00703134065641025,0.007031340656410248,0.0,3.854792560751071e-11,0.011456811894871806,0.011456811894871808,0.002124056968955441,40,40,0.0,1,1,0
215,215,"POLYGON ((147.6722529502615 -18.05283053525902, 147.742373497616 -18.01535435443296, 147.8115441384669 -18.05439827414653, 147.8106289440579 -18.13094813457579, 147.7404707199814 -18.16845328758817, 147.6712653685771 -18.12937959327854, 147.6722529502615 -18.05283053525902))",False,False,0.005520408000000004,0.005520408000000003,0.0,3.9565589623800047e-11,0.012967744551282051,0.012967744551282053,0.0023162457319484907,40,40,0.0,0,4,0
216,216,"POLYGON ((147.8115441384669 -18.05439827414653, 147.8816299729864 -18.01686205728623, 147.9508381778014 -18.05584671138205, 147.9499953751156 -18.13239731317372, 147.8798719744675 -18.16996253421537, 147.8106289440579 -18.13094813457579, 147.8115441384669 -18.05439827414653))",False,False,0.006874757407692304,0.006874757407692304,0.0,3.349562782667885e-11,0.011613395143589752,0.011613395143589752,0.0020926009684562267,40,40,0.0,1,4,0
217,217,"POLYGON ((147.9508381778014 -18.05584671138205, 148.0208891846203 -18.01825048722203, 148.0901348427928 -18.0571758435009, 148.0893644359263 -18.13372712560272, 148.0192759737613 -18.17135238582528, 147.9499953751156 -18.13239731317372, 147.9508381778014 -18.05584671138205))",True,False,0.009664338189743594,0.00966433818974359,0.0,2.4447203297675785e-11,0.008823814361538462,0.008823814361538465,0.0016618984539350026,40,40,0.0,0,3,0
218,218,"POLYGON ((146.0734079615276 -17.91142384854015, 146.1438638516895 -17.8746384958137, 146.2125418409954 -17.91436096206474, 146.2107972695495 -17.9908988450515, 146.1403025074812 -18.02771277471395, 146.071591191643 -17.98796022979992, 146.0734079615276 -17.91142384854015))",True,False,0.012836281046153846,0.012836281046153846,209.31835905991653,6.098651744937771e-10,0.005859538723076928,0.0058595387230769265,0.0014338405687243467,142,142,0.0,0,6,0
219,219,"POLYGON ((146.2125418409955 -17.91436096206474, 146.282964400339 -17.87751530009013, 146.3516811492881 -17.91717892558876, 146.3500087847394 -17.99371824943551, 146.2795474615832 -18.03059252158061, 146.2107972695495 -17.9908988450515, 146.2125418409955 -17.91436096206474))",True,False,0.013521643461538467,0.013521643461538467,864.4234785572289,1.3125272706437935e-09,0.005052777166666665,0.005052777166666666,0.0012804932660328864,154,154,0.0,0,4,0
220,220,"POLYGON ((146.3516811492881 -17.91717892558876, 146.4220702614355 -17.88027298138119, 146.4908256619078 -17.91987773238619, 146.4892255123659 -17.99641843621576, 146.4187977447001 -18.03335302371756, 146.3500087847395 -17.99371824943551, 146.3516811492881 -17.91717892558876))",False,False,0.013129251582051287,0.013129251582051287,941.2584605269476,1.7320314573230528e-10,0.0053589009692307675,0.005358900969230768,0.0012715538378583247,167,167,0.0,1,3,0
221,221,"POLYGON ((146.4908256619078 -17.91987773238619, 146.5611812106303 -17.88291153310777, 146.629975154307 -17.92245737601487, 146.6284472275314 -17.9989993989406, 146.5580531317844 -18.03599427452607, 146.4892255123659 -17.99641843621576, 146.4908256619078 -17.91987773238619))",False,False,0.011226678033333336,0.011226678033333338,4.369572933765798,3.4527613229826126e-10,0.00726147451794872,0.007261474517948717,0.0015942700183892839,115,115,0.0,0,2,0
